"species.name"	"region"	"native_occurences"	"naturalised_occurences"	"Dstat_overlap"	"expansion"	"stability"	"unfilling"	"total.occupancy"	"expansion.observed.cells"	"expansion.potential.cells"	"nnd"	"nnd.propn"	"nnd.observed.cells"	"nnd.observed.cells.propn"	"nnu"	"nnu.propn"	"nnu.observed.cells"	"nnu.observed.cells.propn"	"native_center_x"	"native_center_y"	"natur_center_x"	"natur_center_y"	"natur_poten_x"	"natur_poten_y"	"native_center_tmax"	"native_center_precip"	"circular_model"	"circ_rstat"	"circ_pstat"	"mean_exp_dist1"	"median_exp_dist1"	"ten_exp_dist1"	"ninety_exp_dist1"	"max_exp_dist1"	"mean_exp_dist2"	"median_exp_dist2"	"ten_exp_dist2"	"ninety_exp_dist2"	"max_exp_dist2"	"proportion_tmax"	"proportion_precip"	"CV"	"exp_dir1"	"exp_dir2"	"concentration_dir1"	"concentration_dir2"	"alt_circular_model"
"Solanum torvum"	"Sino-Japanese"	399	14	NA	0.0049	0.9951	0.1232	223.82737	4	1812	1.096	0.007	4	0.005	20.63	0.092	402	0.916	-1.70943339843091	-1.03475457863424	-1.69276255483124	-1.19706651831263	-0.761593788312893	-0.523735028784702	311	2010	"M2A"	0.996819016291093	0	1.39572436497438	1.38866990962469	1.38576198856279	1.40850852352585	1.41346817700114	NA	NA	NA	NA	NA	0	0	0.00504228930769202	5.301	NA	157.383	0	NA
"Solanum triflorum"	"Australian"	97	97	NA	0.00778	0.99222	0.21883	47.44746	9	2396	0.369	0.006	9	0.036	12.439	0.262	105	0.669	-0.260854692333438	0.369662892749998	-0.276511992395295	0.0304219677429881	-0.471748555184843	0.778036063396793	308	646	"M2A"	0.987905537709591	0	1.85465710703841	1.88062475690111	1.66292296132076	2.05143309842816	2.05193530662655	NA	NA	NA	NA	NA	0	0	0.0118809026055008	4.847	NA	41.596	0	NA
"Solanum triflorum"	"Palearctic_West"	289	83	NA	0.06479	0.93521	0.44754	9.19562	36	2332	0.596	0.018	36	0.114	14.572	1.585	219	1.634	-0.0185214742290083	0.306217144630251	0.15868827229359	-0.571669878966929	0.174383542044489	-0.236719606531388	288	559	"M2A"	0.985875645485827	0	0.968871676526314	0.939153623122614	0.721591172886935	1.2391551959872	1.31350310700021	NA	NA	NA	NA	NA	0	0.863293528417053	0.0323599396857679	4.536	NA	35.655	0	NA
"Solanum viarum"	"Australian"	137	6	NA	0.0704	0.9296	0.84308	27.44491	4	2394	1.932	0.039	4	0.016	41.288	1.504	215	4.886	-1.27207614142849	-0.709224204696751	-0.623115342168811	-0.182770574737944	-0.780693079076555	-0.0562028164695422	304	1645	"M2A"	0.949746251546679	0	0.509588042255317	0.571513793771052	0.36722325473235	0.62718252917199	0.641099713022225	NA	NA	NA	NA	NA	0	0	0.0769099865241297	0.553	NA	10.221	0	NA
"Solanum viarum"	"Nearctic"	150	9	NA	0.26918	0.73082	0.47433	73.93316	38	2249	19.901	0.306	38	0.095	30.841	0.417	319	2.681	-1.3577680462273	-0.782492040154787	-0.948395664510819	-0.01040124339549	-0.690122289138323	-0.255700019035496	305	1724	"M2A"	0.985099325303252	0	1.2037348013177	1.21514890889967	0.946586003519022	1.46174897523544	1.59542350561299	NA	NA	NA	NA	NA	0	0	0.0171106117206572	1.216	NA	33.811	0	NA
"Solanum viarum"	"Oriental"	159	12	NA	0.03593	0.96407	0.41757	74.41775	8	2128	2.674	0.034	8	0.015	33.13	0.445	380	2.55	-1.44663292694895	-0.868990719074329	-1.05667446012571	-0.982121837416717	-1.86889969890658	-1.03397034393566	305	1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Solanum viarum"	"Sino-Japanese"	157	9	NA	0.32264	0.67736	0.01816	403.6513	276	2178	130.233	1.834	276	0.586	1.29	0.003	55	0.079	-1.41607297222989	-0.846041031094336	-1.28178985909272	-1.19984188900916	-1.02706369786526	-0.490650137339213	304	1781	"M2A"	0.804396223103111	0	1.90959181120764	1.78603404706683	1.18946327263867	2.74656053940559	3.0137910155553	NA	NA	NA	NA	NA	0.0509761137434791	0.424148052003452	0.228620369858414	4.737	NA	2.926	0	NA
"Solidago canadensis"	"Australian"	564	36	NA	0.00386	0.99614	0.09013	88.73546	4	2208	0.342	0.005	4	0.009	5.724	0.065	175	0.648	-0.457496747755299	-0.394456550210959	-0.337212015856596	-0.105527436119357	-0.517174075273109	0.573580838057821	270	1106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Solidago canadensis"	"Palearctic_West"	860	1872	NA	0.00402	0.99598	0.21073	16.1189	58	2169	0.065	0.001	58	0.121	17.48	1.084	242	0.818	-0.222600631877259	-0.353129451658906	0.140830942778364	-0.591592912684955	0.165852881638732	-0.307124624772676	257	976	"M2A"	0.984372501882805	0	2.09132466648549	2.02611955000911	1.43305989817305	2.89280002439344	3.02869849820001	NA	NA	NA	NA	NA	0	0.91445398598491	0.045709525319295	4.308	NA	32.251	0	NA
"Solidago gigantea"	"Palearctic_West"	445	1643	NA	0.04341	0.95659	0.56833	18.61062	90	2320	0.808	0.013	90	0.274	34.401	1.848	188	0.814	-0.495152557994667	-0.0817455672199533	0.101328722629591	-0.569143016964027	0.107766289626127	-0.245518518784597	294	974	"M2A"	0.982882685507048	0	1.88852517066323	1.73732237724885	1.03263458721417	3.00768150991593	3.27680345380339	NA	NA	NA	NA	NA	0	0.804190686011721	0.0220322678912989	4.44	NA	29.467	0	NA
"Solidago gigantea"	"Sino-Japanese"	448	30	NA	0.18916	0.81084	0.6795	57.73889	64	2291	10.922	0.177	64	0.179	41.916	0.726	236	1.269	-0.499711672188227	-0.0864298962901481	-1.22696861802192	-0.911410562765284	-0.663540578910955	-0.367969519276147	294	978	"M2A"	0.950083566269793	0	1.56850251909572	1.54069758688333	1.20775116377442	1.98960316573251	2.15411305677715	NA	NA	NA	NA	NA	0	1	0.0367032765211655	4.241	NA	10.288	0	NA
"Solidago sempervirens"	"Australian"	111	6	NA	0.16278	0.83722	0.56343	40.96271	20	2414	6.668	0.152	20	0.085	24.691	0.603	169	1.965	-0.754621468953642	-0.621260075434416	-0.296241011732531	-0.397729491724658	-0.638590810990355	0.0498301359548825	275	1355	"M2A"	0.956633191095544	0	0.622407312912642	0.62034321622741	0.442944982159368	0.796332235992659	0.939168851693163	NA	NA	NA	NA	NA	0	0	0.0638246485977173	6.109	NA	11.798	0	NA
"Sonchus arvensis"	"Nearctic"	3178	248	NA	0.04065	0.95935	0.03099	99.73219	81	2111	4.055	0.217	81	0.151	0.579	0.006	197	0.467	0.143269452141003	-0.679028833375261	-0.16284195477633	-0.355092628757864	0.0937989624197909	-0.322446412848782	211	953	"M4B"	0.455719007066785	2.68512787695278e-261	0.933537267452309	0.845909273243364	0.671470885269611	1.38453982963891	1.50129469155847	1.92826648155465	1.65105155107009	1.39975590708582	2.60580951963406	2.7052841016369	0.017856696313432	0.261305100515637	0.677643493744406	0.905	4.047	16.571	143.523	NA
"Sonchus arvensis"	"Oriental"	2974	30	NA	0.86901	0.13099	0.99281	222.52655	373	2261	193.378	13.219	373	0.961	14.524	0.065	324	0.741	0.159624241233667	-0.647350254160924	-2.14720120471575	-2.02819775874017	-1.19832285914801	-0.468603923710482	213	932	"M2A"	0.990281004233653	0	2.24309481038264	2.31240102176843	1.18603557842971	3.16396870306513	3.53228779739692	NA	NA	NA	NA	NA	0.000176980057750556	0.997500250306677	0.0468758012441378	4.469	NA	51.699	0	NA
"Sonchus asper"	"Afrotropical"	2137	37	NA	0.0071	0.9929	0.40824	53.39312	6	2050	0.379	0.009	6	0.01	16.498	0.309	418	2.235	-0.000952804453236465	-0.520393239652781	-0.129456606468139	0.0814550796516189	-0.712157671565815	0.409237952728702	232	949	"M2A"	0.996789436017467	0	1.59728884924334	1.57183716004236	1.56389568122966	1.65432863760928	1.69821456183798	NA	NA	NA	NA	NA	0	0	0.0027956733619231	6.214	NA	155.988	0	NA
"Sonchus asper"	"Australian"	2185	1507	NA	0.01717	0.98283	0.02266	59.31815	123	2050	1.018	0.023	123	0.205	0.996	0.017	152	0.267	-0.00918084762216737	-0.55962934143361	-0.363436837909589	0.312913495667149	-0.497272887530058	0.669265644513248	230	970	"M3B"	0.79724977220054	0	0.978104782094117	0.972630435121473	0.9711724183916	0.987226884585691	0.990875996951745	3.11306220872653	3.21539470161532	2.04109899054821	4.02591857123967	4.3267469336754	0.0206178114131974	0.892427495834197	0.235839971807347	1.117	4.259	3.403	92.976	NA
"Sonchus asper"	"Nearctic"	2449	526	NA	0.07082	0.92918	0.03914	109.57907	115	1932	7.76	0.224	115	0.16	1.353	0.012	249	0.427	0.0234533880771013	-0.570040657744638	-0.498053621037784	0.217409326611275	0.11498928707881	-0.255879348851855	227	961	"M2C"	0.923940775389444	0	1.82285944127332	1.82584109686791	1.55074896734163	2.08103071773552	2.22815867377705	NA	NA	NA	NA	NA	0.965298916310325	0.0419966721076867	0.220722090339764	2.032	NA	27.834	0	NA
"Sonchus asper"	"Neotropical"	2449	175	NA	0.16392	0.83608	0.01487	153.90899	212	1978	25.228	0.73	212	0.316	0.514	0.003	140	0.188	0.0232575439466747	-0.571494743843353	-0.624801170378201	-0.682778593807227	-0.825238891292207	-0.428052879821729	227	961	"M5B"	0.285534724882579	0	2.0448460634979	2.03288358436399	1.08807265038622	3.44018710752582	3.61875705995964	2.0084656238623	2.0161659323386	1.88580303650179	2.13059367901098	2.20208257724886	0.110711548231319	0.452072360774787	0.589846041353542	4.458	0.613	1.361	37.43	NA
"Sonchus asper"	"Oriental"	2319	32	NA	0.44914	0.55086	0.90085	196.92456	215	2046	88.446	2.94	215	0.357	27.102	0.138	380	0.868	0.035600957956869	-0.540853995457714	-1.70404220515587	-1.55287543823552	-1.31383099914327	-0.401321265462477	228	940	"M2A"	0.990259476516777	0	2.21448806751955	2.40636287570696	0.91737731869206	3.01679238747313	3.24553490913824	NA	NA	NA	NA	NA	0.000814139338072014	0.956022671345452	0.107954624131089	4.482	NA	51.586	0	NA
"Sonchus asper"	"Palearctic_East"	2291	6	NA	0.20672	0.79328	0.4186	94.11298	42	2182	19.455	0.69	42	0.09	11.802	0.125	318	1.665	0.0674832266004141	-0.547972514248015	-0.653160498750302	-0.536885536426067	0.483941838375999	-0.108855320644131	225	926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sonchus asper"	"Panamanian"	1691	75	NA	0.20551	0.79449	0.04418	187.89815	204	2003	38.616	0.685	204	0.316	2.491	0.013	157	0.227	-0.0889824554792077	-0.641009525140229	-1.24162786724201	-1.02885850398066	-1.29148461014572	-0.668907076376852	229	1048	"M2C"	0.837311512651747	0	1.97107771651724	2.09307131382567	1.4353680398218	2.50829751802701	2.81018526558524	NA	NA	NA	NA	NA	0.0671688252842006	0.812512923892632	0.357746815315348	4.453	NA	33.263	0	NA
"Sonchus asper"	"Sino-Japanese"	2434	60	NA	0.23126	0.76874	0.64647	70.4488	48	2039	16.292	0.487	48	0.079	21.609	0.307	395	1.502	0.0261930582577618	-0.574115202660795	-1.0802806805969	-0.768873101152239	-0.0509674203111087	-0.490068246942648	226	960	"M2A"	0.955658800587644	0	1.59464745528385	1.55980858732362	1.37550137039268	1.8436632721926	2.03742298322059	NA	NA	NA	NA	NA	0.347848191172525	0.736130595683789	0.0380894562839508	3.335	NA	11.545	0	NA
"Sonchus oleraceus"	"Afrotropical"	3102	120	NA	0.08181	0.91819	0.19942	75.4133	122	2231	6.17	0.182	122	0.292	6.767	0.09	174	0.475	0.0087025000899141	-0.467917827852154	-0.342279916331502	-0.0138042800365493	-0.589535895697063	0.638680722966441	235	917	"M2B"	0.812917897616551	0	2.01379608876101	2.105428818216	1.32651299459608	2.55237136557294	2.72563651904734	NA	NA	NA	NA	NA	0	0.838623420625109	0.272696315671612	4.385	NA	192.226	0	NA
"Sonchus oleraceus"	"Australian"	3153	1586	NA	0.02793	0.97207	0.0094	57.47415	197	2195	1.605	0.045	197	0.434	0.335	0.006	58	0.098	0.00323477803984615	-0.492335506059836	-0.368205267987661	0.381699968088847	-0.494147740286181	0.712011756247586	233	932	"M5B"	0.521653261534471	0	2.66364202796756	2.46171595901656	1.67609757506468	3.84903626280935	4.42231845268715	0.877762909493866	0.886911300890058	0.805379782156265	0.942827323714515	0.948422780586733	0.0178461750966494	0.723365856749912	0.142673850650365	4.262	0.78	63.405	2.466	NA
"Sonchus oleraceus"	"Nearctic"	3402	433	NA	0.09901	0.90099	0.0236	124.98498	277	2106	12.375	0.379	277	0.51	0.77	0.006	133	0.194	0.0246840750225776	-0.50813161659708	-0.469592755206084	0.202566995640959	0.109599738411793	-0.234795426533513	231	929	"M5A"	0.812088925732165	0	1.90837471243044	1.91059621671554	1.53755211331416	2.34819228578053	2.45319948288765	2.15148571958336	2.03930189407881	1.57790020709742	2.84377028335993	3.35520399490528	0.804571962860804	0.127932347218911	0.241260151286867	1.99	3.675	8.451	8.451	NA
"Sonchus oleraceus"	"Neotropical"	3401	222	NA	0.31978	0.68022	0.0123	171.04123	335	2115	54.695	1.678	335	0.627	0.401	0.002	96	0.124	0.0249302202762075	-0.508740646527761	-0.61252567429011	-0.506322727166142	-0.353336844451313	-0.135385186271605	231	929	"M4B"	0.34727798455401	0	1.98862393745797	1.92679385941722	1.30363236579165	2.69474664977968	5.17840002592171	1.42108784650876	1.43079170659636	1.26549059276367	1.56642459841968	1.66013106962988	0.291184334956706	0.457302480842481	0.468712064306207	4.157	7.299	68.992	0.264	NA
"Sonchus oleraceus"	"Oriental"	3258	43	NA	0.89663	0.10337	0.89682	199.04884	389	2231	178.474	5.953	389	0.931	26.888	0.135	344	0.743	0.0350674392393789	-0.472999170651466	-1.84206037056678	-1.6369438920854	-0.788040268272184	0.457877306813638	232	907	"M2A"	0.995035229791302	0	2.67017874882925	2.7424248609136	1.43464935708612	3.80922538937039	4.23217481158225	NA	NA	NA	NA	NA	0	1	0.0201802182876823	4.407	NA	100.961	0	NA
"Sonchus oleraceus"	"Palearctic_East"	3263	9	NA	0.24869	0.75131	0.35272	158.51037	72	2219	39.42	1.315	72	0.167	10.57	0.067	234	0.873	0.048923211905871	-0.488624051791859	-0.337578649406763	-0.094570830987063	0.415678012908393	-0.0785552660905567	231	911	"M5B"	0.695653053785406	0	1.09110255122604	1.08547772931014	0.897283985492488	1.29235450293443	1.38257895244369	1.82724172466208	1.91874539536638	1.4717228210481	2.08490394693728	2.15163876888243	0.349083027065121	0.718484909805562	0.328197464197367	1.438	3.257	155.708	37.925	NA
"Sonchus oleraceus"	"Panamanian"	2045	98	NA	0.63704	0.36296	0.05337	184.87574	448	2258	117.772	3.073	448	1.146	2.046	0.011	125	0.175	-0.0837334116627211	-0.631697850140046	-1.33544764901108	-1.02145143571787	-0.752876484331635	-0.36116390140591	230	1040	"M5A"	0.900150840351642	0	2.18810283520184	2.15592815700626	1.11419096236179	3.375776123407	3.97753466624866	1.020446943864	1.03289542411278	0.59967881925485	1.44668829916139	1.73129536238411	0.0687872849638914	0.925457145825362	0.134902329265483	4.204	2.602	16.487	16.487	NA
"Sonchus oleraceus"	"Saharo-Arabian"	3102	7	NA	0.15427	0.84573	0.61379	97.86522	44	2253	15.097	0.538	44	0.111	17.212	0.176	241	1.211	0.0543436086138447	-0.41879472095678	0.110328667206586	0.356231881992274	-0.37138149621668	1.21235300172433	235	872	"M2A"	0.988595212010019	0	1.50843786955887	1.38899121223262	0.780500836451282	2.83066004715482	2.9190769987642	NA	NA	NA	NA	NA	0	0	0.0273034295750476	5.863	NA	44.096	0	NA
"Sonchus oleraceus"	"Sino-Japanese"	3374	93	NA	0.48696	0.51304	0.21563	106.77505	189	2183	51.995	1.638	189	0.406	6.846	0.064	249	0.613	0.0290174588805425	-0.512389278286757	-0.931015428029094	-0.732162071914095	0.0110021817817417	-0.437464614260092	230	929	"M5B"	0.875228229772726	0	1.47809285849907	1.46280309356296	1.25341162790504	1.72192330871132	1.84072655952491	1.90440087875665	1.84072655952491	1.35217450530593	2.57251236128849	2.90204119602148	0.177159817136091	0.824372664991645	0.210344098996645	2.355	3.595	2.262	10.107	NA
"Sorghum bicolor"	"Australian"	1437	163	NA	0.01873	0.98127	0.02414	83.14091	61	2162	1.557	0.021	61	0.125	1.775	0.021	100	0.223	-0.940388837630728	0.276129934348863	-0.654295575071252	0.141117443088759	-0.560849277495858	0.699276883103797	347	1018	"M2B"	0.958383510433892	0	2.9403112070971	2.67257726593643	2.42189110989104	4.21159528534969	4.38110338259209	NA	NA	NA	NA	NA	0	0.947358051402352	0.162347653577718	4.094	NA	224.737	0	NA
"Sorghum bicolor"	"Nearctic"	1538	231	NA	0.02164	0.97836	0.03297	108.80245	89	2077	2.354	0.029	89	0.156	2.66	0.024	135	0.257	-0.962724397681938	0.294842226746193	-0.608721338334329	0.220645795969155	-0.384104930826562	0.00708550629233649	350	1018	"M5B"	0.489012453355044	0	2.35710609303519	2.27436698596523	1.77297128536152	3.02791328448112	3.19977784953308	1.64634894779889	1.64634894779889	1.37809271698651	1.91460517861126	1.98166923631436	0.185592026153732	0.674142651158208	0.195128510159064	3.991	1.568	227	5.338	NA
"Sorghum bicolor"	"Neotropical"	1265	76	NA	0.06282	0.93718	0.12161	133.37169	71	2095	8.378	0.116	71	0.128	8.802	0.066	153	0.324	-0.975045297916276	0.115782744639367	-1.36680651051137	-0.615705791371355	-1.40525883118496	-0.626897666572237	339	1109	"M5A"	0.803233708120239	0	1.08635001840107	1.04897706148964	0.88487278990184	1.37748137300638	1.52336051857183	1.53228391534394	1.39697512973471	0.895387964312618	2.38373776387395	2.64674245429252	0.64379370700527	0.466622727331094	0.145375956788621	2.928	4.306	18.682	18.682	NA
"Sorghum bicolor"	"Oriental"	1564	670	NA	0.05119	0.94881	0.10453	68.17657	121	2037	3.49	0.042	121	0.198	8.789	0.129	191	0.352	-0.966048092701034	0.304517220420772	-1.338389326557	0.470124144837055	-1.57099441074384	-0.277184344077574	351	1014	"M5B"	0.688415874332597	0	1.11229699336124	1.0483279434343	0.800114835195103	1.58994056504272	2.04924058572409	2.51363539725987	2.7354201007315	1.22942198244497	3.37502501690169	3.48581391396213	0.722052089201547	0.190625625756347	0.471865616349459	2.205	4.155	5.663	9.831	NA
"Sorghum bicolor"	"Palearctic_West"	613	267	NA	0.15149	0.84851	0.31792	50.03136	64	2242	7.579	0.096	64	0.157	25.204	0.504	228	0.938	-0.56472519089186	0.329495853170419	-0.0500134353432604	-0.23459088953538	-0.0252711582624102	-0.119248133173934	326	810	"M5A"	0.816808066779502	0	1.05490369950357	1.01636246950101	0.676277822602318	1.53454877022361	1.66033044082922	0.666641757788042	0.660181833590941	0.49863762827849	0.850615519046655	0.941764233237157	0	0.0366516289174865	0.118314304241332	5.045	0.001	9.171	9.171	NA
"Sorghum bicolor"	"Panamanian"	1025	69	NA	0.15368	0.84632	0.024	178.37774	185	2119	27.413	0.401	185	0.349	1.639	0.009	125	0.212	-0.99403755450336	-0.016108842257498	-1.56137903993928	-0.797812863559169	-1.53604627363042	-0.708473195785321	331	1181	"M5B"	0.60908963065244	0	2.0595772990855	1.79507346994338	0.952832138137558	3.36475694403452	3.70609035633189	0.950874734716355	0.94136826650404	0.79772418666584	1.06512125790799	1.19018315545136	0.357141609267838	0.466752236072814	0.181997898865406	4.287	2.595	3.601	12.634	NA
"Sorghum halepense"	"Afrotropical"	93	75	NA	0.00312	0.99688	0.27001	47.7136	7	2007	0.149	0.001	7	0.011	32.448	0.68	385	1.458	-0.608202976993631	0.367031414953095	-0.377620325037375	0.164157125050356	-0.853793646321886	0.405228177618952	331	814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sorghum halepense"	"Australian"	84	270	NA	0.07687	0.92313	0.10795	67.05923	108	2166	5.155	0.056	108	0.224	9.865	0.147	178	0.431	-0.532939304914117	0.468302403166907	-0.505873013655834	0.0276396570609003	-0.545129443090105	0.75149530173566	333	729	"M5B"	0.891015858282745	0	1.7720618498424	1.7918852270607	1.52328277489772	1.99910683578894	2.144138132598	2.05115336142251	1.94658366289158	1.70599985603047	2.43529446269333	4.33982455103638	0	0.717671009530446	0.0838581535397086	5.517	4.43	3.851	9.213	NA
"Sorghum halepense"	"Nearctic"	90	720	NA	0.02598	0.97402	0.06597	53.71521	97	2087	1.395	0.014	97	0.173	6.452	0.12	155	0.308	-0.534291824612036	0.420917858882702	-0.653714403313366	0.324645022770843	-0.185185794359259	-0.000703703838898181	330	753	"M5A"	0.802902764177611	0	2.12306096090942	2.12306096090942	2.12306096090942	2.12306096090942	2.12306096090942	1.73367270678017	1.61053870244463	1.35949275547583	2.24822941370754	2.7278277518877	0.246209322081729	0.849764843199905	0.107902974256034	1.894	3.585	7.358	7.358	NA
"Sorghum halepense"	"Neotropical"	89	94	NA	0.01391	0.98609	0.16535	125.67004	23	1940	1.748	0.015	23	0.032	19.399	0.154	263	0.561	-0.593525889153594	0.293023114983824	-0.852738838058857	-0.203959702284395	-1.31810404091379	-0.634358702038187	325	845	"M5B"	0.926993948754402	0	1.01554526865841	1.01554526865841	1.0103105124747	1.02078002484212	1.02208871388805	0.885901022601037	0.908349485509325	0.721289151869992	1.03390543759204	1.1123232602413	0.0202695549231278	0.0309034855102715	0.15972336082529	2.868	5.249	6.302	13.223	NA
"Sorghum halepense"	"Oceanian"	8	6	NA	0.60576	0.39424	0	326.42111	410	2476	197.734	1.955	410	2.37	0	0	0	0	-2.49457282384996	-1.77373386690853	-1.95625921503922	-1.56666464886722	-2.47935459581095	-1.87491522618383	314	2740	"M5B"	0.663892454641707	0	1.15230560015311	1.07606085517427	0.831948921570904	1.59850962690654	1.88686485175097	1.73478245835273	1.71580425156663	1.1882606609653	2.32104388521071	2.61850318922491	0.165212849955517	0.0107352919602163	0.482770253245917	1.964	0.375	1.95	3.874	NA
"Sorghum halepense"	"Oriental"	85	11	NA	0.15529	0.84471	0.92028	109.68821	41	2014	17.034	0.129	41	0.065	121.64	1.109	460	2.13	-0.651507946635415	0.361936126763648	-2.04046809704994	-1.38847714183822	-1.59293429182634	-0.342722150602781	334	837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sorghum halepense"	"Palearctic_West"	81	758	NA	0.29187	0.70813	0.22526	45.36603	133	2333	13.241	0.211	133	0.421	14.16	0.312	147	0.487	-0.412774443562267	0.527702619253138	-0.0858801436250212	-0.267288922257775	-0.0605218529650155	-0.0108655167248152	329	643	"M5A"	0.880487748610776	0	1.44452401505813	1.38412707281946	0.932883365554922	2.06552282511409	2.27744138534069	1.28281873980297	1.17325083608151	0.69283226392175	2.03009206896094	2.27744138534069	0	0.693315870803153	0.135906557212308	4.32	5.131	6.449	6.449	NA
"Sorghum halepense"	"Panamanian"	48	66	NA	0.14787	0.85213	0.18965	157.51582	153	2148	23.291	0.194	153	0.305	22.761	0.145	135	0.26	-0.76979416493986	-0.0491825712949806	-1.40178382079241	-0.629160032836727	-1.55581752287221	-0.77378321947486	314	1088	"M5B"	0.391500118449612	0	2.47433056076641	2.77797294199445	1.11568010333625	3.47177145673295	3.64704254606221	0.813167044309713	0.832241970427306	0.502055240538419	1.12827851576328	1.27516672005065	0.593656056741885	0.226434158571674	0.567592545139776	4.11	2.013	1.064	32.392	NA
"Sorghum halepense"	"Sino-Japanese"	73	28	NA	0.00118	0.99882	0.84278	39.90311	1	2050	0.047	0	1	0.002	81.605	2.045	444	2.846	-0.550030150262562	0.173908966839765	-1.34775524482145	-0.775289239155124	-0.721479154531378	-0.384744353055234	315	878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sparaxis tricolor"	"Nearctic"	6	8	NA	0.72284	0.27716	0.04223	120.64633	145	2599	87.208	2.989	145	2.9	1.232	0.01	3	0.016	-0.16995546594171	0.419482460964718	-0.422288152617707	0.0840777899508553	-0.169183105850993	0.391911270660847	305	579	"M5A"	0.735010409083131	0	0.956981993642169	0.973590504196785	0.676486792040501	1.22077719911664	1.32153721608047	0.810258812342162	0.80442686166201	0.508085661758171	1.13611687002319	1.24476703098373	0.539129890445258	0.48363777840986	0.401262692262907	4.62	3.014	5.848	5.848	NA
"Spartina alterniflora"	"Australian"	102	8	NA	0.0718	0.9282	0.58658	39.54209	13	2336	2.839	0.045	13	0.042	37.401	0.946	231	2.432	-0.787375269297235	-0.664331117173779	-0.715396483654427	-1.12718870971001	-0.560930669146947	-0.0928657362336112	274	1392	"M2A"	0.996613989226502	0	1.64568428582467	1.6068782906147	1.43727735258646	1.86378243912706	1.92671590275317	NA	NA	NA	NA	NA	0	1	0.00350340711114927	4.252	NA	147.918	0	NA
