"species_name","region","kept_natur","thrown_natur","kept_native","thrown_native"
"Limnobium laevigatum","Nearctic","7","0","115","5"
"Linaria vulgaris","Nearctic","436","0","3270","1"
"Linaria vulgaris","Australian","34","1","2307","964"
"Linaria vulgaris","Palearctic_West","5","0","3271","0"
"Linaria vulgaris","Sino-Japanese","9","0","3220","51"
"Linaria vulgaris","Afrotropical","10","0","2343","928"
"Linum perenne","Nearctic","96","0","323","0"
"Lolium multiflorum","Nearctic","292","0","903","2"
"Lolium multiflorum","Palearctic_West","1848","0","904","1"
"Lolium multiflorum","Australian","105","0","892","13"
"Lolium multiflorum","Sino-Japanese","43","0","901","4"
"Lolium multiflorum","Afrotropical","62","0","890","15"
"Lolium multiflorum","Neotropical","139","0","904","1"
"Lolium multiflorum","Panamanian","13","0","839","66"
"Lolium multiflorum","Oriental","6","0","899","6"
"Lolium perenne","Nearctic","226","1","2120","0"
"Lolium perenne","Australian","400","5","2025","95"
"Lolium perenne","Palearctic_West","205","0","2119","1"
"Lolium perenne","Afrotropical","9","0","1892","228"
"Lolium perenne","Neotropical","9","0","2119","1"
"Lolium perenne","Sino-Japanese","18","0","2109","11"
"Lolium perenne","Panamanian","6","1","1552","568"
"Lonicera involucrata","Palearctic_West","95","0","445","30"
"Lonicera japonica","Australian","175","1","153","17"
"Lonicera japonica","Nearctic","332","0","164","6"
"Lonicera japonica","Palearctic_West","321","0","120","50"
"Lonicera japonica","Neotropical","40","0","170","0"
"Lonicera japonica","Panamanian","18","0","167","3"
"Lonicera maackii","Nearctic","127","0","57","0"
"Lonicera tatarica","Nearctic","131","0","10","0"
"Lonicera tatarica","Palearctic_West","365","0","10","0"
"Lonicera xylosteum","Nearctic","23","0","2014","0"
"Lonicera xylosteum","Palearctic_West","185","0","2014","0"
"Lotus corniculatus","Palearctic_West","37","0","3572","18"
"Lotus corniculatus","Nearctic","381","0","3586","4"
"Lotus corniculatus","Australian","124","0","2795","795"
"Lotus corniculatus","Neotropical","15","0","3588","2"
"Lotus corniculatus","Saharo-Arabian","7","0","3003","587"
"Ludwigia grandiflora","Palearctic_West","229","0","43","56"
"Ludwigia peploides","Palearctic_West","117","0","732","169"
"Ludwigia peruviana","Nearctic","17","0","264","33"
"Ludwigia peruviana","Australian","12","0","242","55"
"Lupinus polyphyllus","Palearctic_West","2122","0","228","15"
"Lupinus polyphyllus","Australian","32","0","169","74"
"Luzula luzuloides","Palearctic_West","351","0","836","0"
"Luzula luzuloides","Nearctic","6","0","836","0"
"Lycopus europaeus","Australian","7","1","2792","161"
"Lycopus europaeus","Nearctic","27","0","2953","0"
"Lycopus europaeus","Palearctic_West","13","0","2952","1"
"Lygodium japonicum","Nearctic","60","0","302","18"
"Lygodium japonicum","Australian","20","0","279","41"
"Lygodium japonicum","Oriental","24","0","319","1"
"Lygodium microphyllum","Neotropical","5","0","449","0"
"Lysimachia nummularia","Nearctic","179","4","1901","0"
"Lysimachia nummularia","Palearctic_West","385","0","1901","0"
"Lysimachia nummularia","Australian","14","0","1889","12"
"Lysimachia vulgaris","Australian","6","1","2527","564"
"Lysimachia vulgaris","Nearctic","26","0","3091","0"
"Lythrum salicaria","Australian","227","2","3054","461"
"Lythrum salicaria","Nearctic","422","0","3515","0"
"Macfadyena unguis-cati","Australian","105","0","378","81"
"Macfadyena unguis-cati","Nearctic","5","0","427","32"
"Maclura pomifera","Palearctic_West","35","0","304","0"
"Maclura pomifera","Australian","42","0","303","1"
"Maianthemum stellatum","Palearctic_West","8","0","826","20"
"Malcolmia africana","Nearctic","74","0","273","0"
"Malcolmia africana","Palearctic_West","22","0","261","12"
"Malva neglecta","Nearctic","407","0","2322","0"
"Malva neglecta","Australian","98","0","2260","62"
"Malva neglecta","Palearctic_West","9","0","2322","0"
"Malva neglecta","Sino-Japanese","12","0","2308","14"
"Malva parviflora","Nearctic","261","1","414","0"
"Malva parviflora","Australian","676","0","411","3"
"Malva parviflora","Palearctic_West","73","0","414","0"
"Malva parviflora","Neotropical","42","0","405","9"
"Malva parviflora","Afrotropical","64","0","412","2"
"Malva parviflora","Sino-Japanese","8","0","369","45"
"Malva parviflora","Panamanian","21","2","314","100"
"Marrubium vulgare","Nearctic","566","2","1156","0"
"Marrubium vulgare","Australian","712","0","1153","3"
"Marrubium vulgare","Palearctic_West","371","0","1156","0"
"Marrubium vulgare","Neotropical","105","6","1155","1"
"Marrubium vulgare","Panamanian","6","1","987","169"
"Marrubium vulgare","Afrotropical","13","0","1143","13"
"Marsilea quadrifolia","Nearctic","19","0","193","0"
"Medicago lupulina","Nearctic","808","0","3271","4"
"Medicago lupulina","Australian","186","0","2984","291"
"Medicago lupulina","Palearctic_West","23","0","3250","25"
"Medicago lupulina","Neotropical","59","0","3272","3"
"Medicago lupulina","Sino-Japanese","23","0","3258","17"
"Medicago lupulina","Afrotropical","14","0","2986","289"
"Medicago lupulina","Palearctic_East","34","0","3159","116"
"Medicago minima","Nearctic","97","0","1692","0"
"Medicago minima","Australian","642","0","1657","35"
"Medicago minima","Sino-Japanese","6","0","1670","22"
"Medicago minima","Neotropical","11","0","1687","5"
"Medicago polymorpha","Nearctic","307","0","1633","3"
"Medicago polymorpha","Australian","822","0","1630","6"
"Medicago polymorpha","Panamanian","9","0","1331","305"
"Medicago polymorpha","Palearctic_West","74","0","1636","0"
"Medicago polymorpha","Neotropical","76","0","1616","20"
"Medicago polymorpha","Afrotropical","55","0","1632","4"
"Medicago polymorpha","Sino-Japanese","30","0","1549","87"
"Medicago polymorpha","Oriental","24","4","1616","20"
"Medicago sativa","Australian","325","0","2856","280"
"Medicago sativa","Nearctic","687","0","3135","1"
"Medicago sativa","Neotropical","80","0","3113","23"
"Medicago sativa","Afrotropical","59","0","2823","313"
"Medicago sativa","Palearctic_West","65","0","3112","24"
"Medicago sativa","Sino-Japanese","28","0","3078","58"
"Medicago sativa","Saharo-Arabian","27","0","3003","133"
"Medicago sativa","Panamanian","6","0","1867","1269"
"Medicago sativa","Oriental","5","0","2601","535"
"Melaleuca quinquenervia","Panamanian","13","0","158","3"
"Melaleuca quinquenervia","Nearctic","14","0","160","1"
"Melaleuca quinquenervia","Neotropical","7","0","160","1"
"Melia azedarach","Nearctic","190","0","430","1"
"Melia azedarach","Neotropical","134","0","419","12"
"Melia azedarach","Palearctic_West","81","0","299","132"
"Melia azedarach","Afrotropical","68","0","428","3"
"Melia azedarach","Sino-Japanese","26","0","375","56"
"Melia azedarach","Panamanian","99","0","359","72"
"Melia azedarach","Saharo-Arabian","13","0","284","147"
"Melia azedarach","Oriental","23","0","430","1"
"Melia azedarach","Oceanian","6","0","32","399"
"Melilotus indicus","Nearctic","309","0","624","1"
"Melilotus indicus","Australian","398","0","607","18"
"Melilotus indicus","Palearctic_West","369","0","621","4"
"Melilotus indicus","Afrotropical","66","0","621","4"
"Melilotus indicus","Neotropical","14","0","609","16"
"Melilotus indicus","Panamanian","6","0","413","212"
"Melilotus indicus","Sino-Japanese","6","0","600","25"
"Melilotus indicus","Oriental","10","0","617","8"
"Melilotus officinalis","Saharo-Arabian","6","0","1816","67"
"Melilotus officinalis","Nearctic","843","0","1883","0"
"Melilotus officinalis","Palearctic_West","696","0","1864","19"
"Melilotus officinalis","Australian","56","0","1737","146"
"Melilotus officinalis","Neotropical","8","0","1883","0"
"Melilotus officinalis","Sino-Japanese","15","0","1880","3"
"Melilotus officinalis","Afrotropical","6","0","1724","159"
"Melilotus officinalis","Oriental","5","0","1584","299"
"Melinis minutiflora","Neotropical","179","4","90","0"
"Melinis minutiflora","Oceanian","13","1","28","62"
"Melinis minutiflora","Australian","58","0","87","3"
"Melinis minutiflora","Nearctic","33","3","88","2"
"Melinis minutiflora","Panamanian","69","5","85","5"
"Mentha aquatica","Nearctic","50","2","2706","1"
"Mentha aquatica","Panamanian","11","0","2080","627"
"Mentha aquatica","Australian","7","0","2654","53"
"Mentha aquatica","Neotropical","12","0","2705","2"
"Mentha pulegium","Australian","179","3","1245","4"
"Mentha pulegium","Nearctic","100","2","1247","2"
"Mentha pulegium","Neotropical","52","3","1247","2"
"Mentha spicata","Australian","104","1","153","14"
"Mentha spicata","Nearctic","268","4","167","0"
"Mentha spicata","Palearctic_West","2077","0","167","0"
"Mentha spicata","Neotropical","41","13","167","0"
"Mentha spicata","Sino-Japanese","11","2","160","7"
"Mentha spicata","Afrotropical","129","0","153","14"
"Mentha spicata","Saharo-Arabian","11","0","139","28"
"Mentha spicata","Panamanian","6","7","140","27"
"Merremia tuberosa","Neotropical","9","0","86","0"
"Merremia tuberosa","Panamanian","13","0","85","1"
"Merremia tuberosa","Nearctic","5","0","61","25"
"Mesembryanthemum crystallinum","Nearctic","33","0","145","0"
"Mesembryanthemum crystallinum","Australian","197","0","145","0"
"Mesembryanthemum crystallinum","Neotropical","13","0","145","0"
"Mesembryanthemum nodiflorum","Australian","211","0","192","1"
"Mesembryanthemum nodiflorum","Nearctic","43","0","193","0"
"Microstegium vimineum","Nearctic","114","0","98","7"
"Miscanthus sacchariflorus","Palearctic_West","37","0","49","5"
"Miscanthus sacchariflorus","Nearctic","13","0","53","1"
"Miscanthus sinensis","Nearctic","43","0","179","9"
"Miscanthus sinensis","Palearctic_West","59","0","117","71"
"Miscanthus sinensis","Australian","18","0","162","26"
"Miscanthus sinensis","Palearctic_East","9","1","78","110"
"Miscanthus sinensis","Neotropical","5","0","186","2"
"Monarda didyma","Palearctic_West","39","0","75","3"
"Monochoria vaginalis","Nearctic","6","0","276","6"
"Morus alba","Palearctic_West","353","0","56","14"
"Morus alba","Nearctic","336","0","70","0"
"Morus alba","Australian","60","1","65","5"
"Morus alba","Afrotropical","15","0","68","2"
"Morus alba","Neotropical","43","0","70","0"
"Morus alba","Sino-Japanese","21","0","70","0"
"Morus alba","Saharo-Arabian","26","0","46","24"
"Morus alba","Oriental","10","0","67","3"
"Morus alba","Palearctic_East","9","0","37","33"
"Murdannia keisak","Nearctic","18","0","102","8"
"Myosotis arvensis","Australian","40","3","2920","1078"
"Myosotis arvensis","Nearctic","59","0","3998","0"
"Myosotis arvensis","Sino-Japanese","15","1","3969","29"
"Myosotis arvensis","Afrotropical","20","0","2765","1233"
"Myosotis scorpioides","Nearctic","174","13","2917","0"
"Myosotis scorpioides","Australian","28","3","2408","509"
"Myosotis scorpioides","Sino-Japanese","8","1","2885","32"
"Myosotis scorpioides","Neotropical","9","3","2917","0"
"Myosotis sylvatica","Palearctic_West","516","0","1986","1"
"Myosotis sylvatica","Australian","71","0","1870","117"
"Myosotis sylvatica","Nearctic","97","0","1987","0"
"Myosotis sylvatica","Afrotropical","53","0","1802","185"
"Myosoton aquaticum","Nearctic","48","0","1994","10"
"Myriophyllum aquaticum","Nearctic","146","2","72","1"
"Myriophyllum aquaticum","Australian","97","0","64","9"
"Myriophyllum aquaticum","Palearctic_West","366","0","48","25"
"Myriophyllum aquaticum","Oriental","6","0","72","1"
"Myriophyllum aquaticum","Afrotropical","25","0","68","5"
"Myriophyllum aquaticum","Sino-Japanese","17","0","72","1"
"Myriophyllum heterophyllum","Palearctic_West","51","0","118","2"
"Myriophyllum spicatum","Nearctic","211","0","2297","3"
"Myriophyllum spicatum","Afrotropical","33","0","2154","146"
"Najas graminea","Palearctic_West","7","0","69","61"
"Najas graminea","Nearctic","8","0","123","7"
"Najas minor","Nearctic","77","0","264","0"
"Narcissus pseudonarcissus","Nearctic","42","0","1311","0"
"Narcissus pseudonarcissus","Palearctic_West","294","0","1311","0"
"Narcissus pseudonarcissus","Australian","18","1","1304","7"
"Nasturtium officinale","Australian","253","1","2517","38"
"Nasturtium officinale","Neotropical","126","0","2552","3"
"Nasturtium officinale","Nearctic","703","0","2555","0"
"Nasturtium officinale","Panamanian","49","0","1912","643"
"Nasturtium officinale","Afrotropical","48","0","2457","98"
"Nasturtium officinale","Sino-Japanese","64","0","2546","9"
"Nasturtium officinale","Oriental","7","0","2483","72"
"Nasturtium officinale","Oceanian","14","0","2","2553"
"Nasturtium officinale","Palearctic_East","5","0","2436","119"
"Nelumbo nucifera","Nearctic","14","0","123","2"
"Nelumbo nucifera","Palearctic_West","8","0","71","54"
"Nemesia strumosa","Palearctic_West","15","5","8","0"
"Nemesia strumosa","Australian","11","0","8","0"
"Nepeta cataria","Australian","33","0","411","25"
"Nepeta cataria","Palearctic_West","916","0","435","1"
"Nepeta cataria","Nearctic","322","0","436","0"
"Nerium oleander","Nearctic","98","0","398","0"
"Nerium oleander","Panamanian","39","0","279","119"
"Nerium oleander","Australian","77","0","393","5"
"Nerium oleander","Neotropical","57","0","394","4"
"Nerium oleander","Afrotropical","12","0","396","2"
"Nicotiana glauca","Neotropical","130","0","57","0"
"Nicotiana glauca","Nearctic","326","20","57","0"
"Nicotiana glauca","Saharo-Arabian","39","4","52","5"
"Nicotiana glauca","Palearctic_West","152","0","47","10"
"Nicotiana glauca","Australian","381","4","53","4"
"Nicotiana glauca","Afrotropical","121","0","54","3"
"Nicotiana glauca","Panamanian","17","0","43","14"
"Nymphaea ampla","Nearctic","46","0","158","11"
"Nymphaea ampla","Panamanian","91","0","169","0"
"Nymphaea lotus","Neotropical","11","0","105","9"
"Nymphaea lotus","Panamanian","6","1","88","26"
"Nymphaea odorata","Australian","6","0","318","39"
"Nymphaea odorata","Neotropical","8","0","357","0"
"Nymphoides peltata","Palearctic_West","16","0","723","5"
"Nymphoides peltata","Nearctic","35","0","728","0"
"Nymphoides peltata","Palearctic_East","20","0","709","19"
"Oeceoclades maculata","Neotropical","244","0","54","2"
"Oeceoclades maculata","Panamanian","44","0","54","2"
"Oenothera biennis","Palearctic_West","1779","0","373","6"
"Oenothera biennis","Australian","15","0","327","52"
"Oenothera biennis","Sino-Japanese","43","0","378","1"
"Oenothera biennis","Palearctic_East","15","0","329","50"
"Onopordum acanthium","Australian","239","2","1357","17"
"Onopordum acanthium","Palearctic_West","431","0","1374","0"
"Onopordum acanthium","Neotropical","12","0","1374","0"
"Onopordum acanthium","Nearctic","76","0","1374","0"
"Onopordum acanthium","Saharo-Arabian","11","0","1310","64"
"Opuntia aurantiaca","Australian","107","0","6","0"
"Opuntia elata","Australian","38","0","18","0"
"Opuntia humifusa","Australian","7","0","140","0"
"Opuntia humifusa","Palearctic_West","40","0","130","10"
"Opuntia leucotricha","Australian","5","0","41","0"
"Opuntia microdasys","Australian","13","0","42","0"
"Opuntia monacantha","Palearctic_West","34","0","12","4"
"Opuntia monacantha","Australian","59","0","16","0"
"Opuntia monacantha","Afrotropical","6","0","16","0"
"Opuntia phaeacantha","Palearctic_West","12","0","195","1"
"Opuntia polyacantha","Australian","9","0","156","139"
"Opuntia puberula","Australian","53","0","28","0"
"Opuntia robusta","Australian","39","0","63","0"
"Opuntia streptacantha","Australian","7","0","35","0"
"Opuntia stricta","Palearctic_West","51","0","13","41"
"Opuntia stricta","Australian","297","0","52","2"
"Opuntia stricta","Oriental","5","0","54","0"
"Opuntia stricta","Neotropical","7","0","53","1"
"Opuntia stricta","Afrotropical","12","0","54","0"
"Opuntia stricta","Saharo-Arabian","5","0","14","40"
"Opuntia tomentosa","Australian","80","0","29","0"
"Opuntia tomentosa","Palearctic_West","5","0","28","1"
"Ornithogalum umbellatum","Nearctic","115","0","1704","0"
"Ornithogalum umbellatum","Palearctic_West","175","0","1704","0"
"Ornithogalum umbellatum","Australian","24","0","1695","9"
"Ottelia alismoides","Nearctic","7","0","103","5"
"Oxalis stricta","Palearctic_West","1765","0","470","11"
"Pachysandra terminalis","Nearctic","25","0","39","0"
"Pachysandra terminalis","Palearctic_West","46","0","38","1"
"Paederia foetida","Nearctic","8","0","319","12"
"Panicum antidotale","Australian","63","0","5","2"
"Panicum antidotale","Nearctic","41","0","7","0"
"Panicum antidotale","Neotropical","7","0","4","3"
"Panicum antidotale","Afrotropical","12","0","6","1"
"Panicum antidotale","Saharo-Arabian","14","0","5","2"
"Panicum repens","Neotropical","30","0","382","7"
"Panicum repens","Nearctic","32","0","382","7"
"Panicum repens","Australian","26","0","365","24"
"Panicum repens","Panamanian","10","0","324","65"
"Parthenocissus quinquefolia","Palearctic_West","1376","0","603","16"
"Parthenocissus quinquefolia","Australian","13","0","594","25"
"Paspalum notatum","Nearctic","43","0","437","12"
"Paspalum notatum","Australian","68","0","416","33"
"Paspalum notatum","Palearctic_West","15","0","218","231"
"Paspalum notatum","Sino-Japanese","19","0","443","6"
"Paspalum notatum","Afrotropical","33","0","443","6"
"Paspalum urvillei","Australian","152","0","191","7"
"Paspalum urvillei","Nearctic","90","0","196","2"
"Paspalum urvillei","Palearctic_West","10","0","111","87"
"Paspalum urvillei","Afrotropical","72","0","193","5"
"Paspalum urvillei","Sino-Japanese","12","0","197","1"
"Paspalum urvillei","Oriental","11","0","196","2"
"Paspalum urvillei","Oceanian","5","0","117","81"
"Passiflora foetida","Oriental","92","0","1400","10"
"Passiflora foetida","Oceanian","48","0","750","660"
"Passiflora foetida","Afrotropical","113","0","1396","14"
"Passiflora foetida","Australian","432","3","1183","227"
"Passiflora foetida","Madagascan","13","0","1238","172"
"Pastinaca sativa","Australian","48","0","2108","29"
"Pastinaca sativa","Nearctic","249","1","2137","0"
"Pastinaca sativa","Palearctic_West","142","0","2137","0"
"Pastinaca sativa","Afrotropical","11","0","2043","94"
"Pastinaca sativa","Neotropical","8","0","2137","0"
"Paulownia tomentosa","Nearctic","60","0","58","2"
"Paulownia tomentosa","Australian","15","0","55","5"
"Paulownia tomentosa","Palearctic_West","127","0","53","7"
"Paulownia tomentosa","Neotropical","13","0","60","0"
"Peganum harmala","Nearctic","28","0","309","0"
"Peganum harmala","Australian","43","0","245","64"
"Pennisetum ciliare","Nearctic","98","2","31","0"
"Pennisetum ciliare","Australian","6","0","31","0"
"Pennisetum ciliare","Panamanian","3","3","12","19"
"Pennisetum purpureum","Oriental","26","1","102","0"
"Pennisetum purpureum","Panamanian","140","5","98","4"
"Pennisetum purpureum","Neotropical","137","12","98","4"
"Pennisetum purpureum","Australian","31","0","88","14"
"Pennisetum purpureum","Afrotropical","13","0","102","0"
"Pennisetum purpureum","Oceanian","14","3","43","59"
"Pennisetum purpureum","Nearctic","35","0","97","5"
"Pennisetum purpureum","Palearctic_West","8","0","20","82"
"Pennisetum setaceum","Palearctic_West","28","0","32","0"
"Pennisetum setaceum","Nearctic","95","0","32","0"
"Pennisetum setaceum","Australian","79","0","32","0"
"Pennisetum setaceum","Afrotropical","32","0","32","0"
"Phalaris arundinacea","Australian","51","0","2383","1229"
"Phalaris arundinacea","Palearctic_East","7","0","3391","221"
"Phalaris arundinacea","Afrotropical","45","0","2176","1436"
"Phalaris minor","Australian","260","1","367","0"
"Phalaris minor","Nearctic","191","1","367","0"
"Phalaris minor","Palearctic_West","63","0","367","0"
"Phalaris minor","Sino-Japanese","6","0","351","16"
"Phalaris minor","Afrotropical","58","0","367","0"
"Phalaris minor","Neotropical","7","0","360","7"
"Phleum pratense","Australian","88","1","3090","1139"
"Phleum pratense","Nearctic","761","3","4229","0"
"Phleum pratense","Sino-Japanese","48","0","4184","45"
"Phleum pratense","Palearctic_West","97","0","4228","1"
"Phleum pratense","Neotropical","11","0","4229","0"
"Phlox paniculata","Palearctic_West","187","0","107","1"
"Phoenix canariensis","Australian","55","0","44","0"
"Phoenix canariensis","Nearctic","33","1","44","0"
"Phoenix canariensis","Palearctic_West","13","1","44","0"
"Phoenix dactylifera","Palearctic_West","97","1","21","0"
"Phoenix dactylifera","Australian","39","3","21","0"
"Phoenix dactylifera","Nearctic","21","0","21","0"
"Phoenix dactylifera","Saharo-Arabian","25","0","21","0"
"Phoenix dactylifera","Afrotropical","3","3","21","0"
"Physalis virginiana","Australian","12","0","152","27"
"Picea abies","Nearctic","56","0","3108","1"
"Picea abies","Palearctic_West","658","0","3109","0"
"Picea engelmannii","Palearctic_West","23","0","172","2"
"Picea pungens","Palearctic_West","224","0","70","0"
"Picea pungens","Australian","8","0","35","35"
"Pinus contorta","Australian","28","0","247","163"
"Pinus contorta","Palearctic_West","658","0","394","16"
"Pinus ponderosa","Palearctic_West","42","0","499","5"
"Pinus ponderosa","Australian","16","0","367","137"
"Pinus sylvestris","Nearctic","79","0","4066","1"
"Pinus sylvestris","Palearctic_West","263","0","4063","4"
"Pinus sylvestris","Australian","10","1","2336","1731"
"Pistacia vera","Nearctic","16","0","23","0"
"Pistacia vera","Palearctic_West","17","0","23","0"
"Pistia stratiotes","Palearctic_West","58","0","198","469"
"Plantago lanceolata","Australian","443","8","2291","209"
"Plantago lanceolata","Nearctic","297","3","2500","0"
"Plantago lanceolata","Neotropical","35","0","2500","0"
"Plantago lanceolata","Sino-Japanese","31","0","2470","30"
"Plantago lanceolata","Afrotropical","24","0","2171","329"
"Plantago lanceolata","Panamanian","4","2","1801","699"
"Plantago lanceolata","Oriental","0","6","2317","183"
"Plantago major","Australian","143","3","2332","907"
"Plantago major","Nearctic","433","1","3239","0"
"Plantago major","Neotropical","118","0","3237","2"
"Plantago major","Sino-Japanese","103","0","3193","46"
"Plantago major","Panamanian","50","0","1884","1355"
"Plantago major","Oriental","33","0","3006","233"
"Plantago major","Palearctic_East","7","0","2995","244"
"Plantago major","Palearctic_West","17","0","3232","7"
"Poa annua","Australian","303","3","1675","64"
"Poa annua","Nearctic","497","0","1736","3"
"Poa annua","Palearctic_West","1764","0","1719","20"
"Poa annua","Neotropical","95","0","1737","2"
"Poa annua","Sino-Japanese","67","0","1729","10"
"Poa annua","Panamanian","34","0","1407","332"
"Poa annua","Afrotropical","59","1","1588","151"
"Poa annua","Oceanian","6","1","22","1717"
"Poa annua","Saharo-Arabian","9","0","1496","243"
"Poa annua","Oriental","5","0","1640","99"
"Poa bulbosa","Nearctic","392","0","1746","0"
"Poa bulbosa","Australian","147","0","1675","71"
"Poa compressa","Nearctic","673","4","2463","0"
"Poa compressa","Palearctic_West","29","0","2463","0"
"Poa compressa","Australian","21","1","2245","218"
"Poa compressa","Sino-Japanese","12","0","2450","13"
"Poa compressa","Neotropical","8","0","2463","0"
"Poa nemoralis","Nearctic","324","0","4106","0"
"Poa nemoralis","Neotropical","11","1","4103","3"
"Poa nemoralis","Australian","21","6","2677","1429"
"Poa palustris","Sino-Japanese","20","0","2867","12"
"Poa palustris","Palearctic_West","102","0","2873","6"
"Poa palustris","Australian","13","0","1644","1235"
"Poa pratensis","Australian","155","0","2457","2072"
"Poa pratensis","Sino-Japanese","62","0","4446","83"
"Poa pratensis","Neotropical","39","0","4420","109"
"Poa pratensis","Afrotropical","19","0","2198","2331"
"Poa pratensis","Palearctic_East","11","0","4202","327"
"Poa pratensis","Nearctic","9","0","4529","0"
"Poa trivialis","Australian","38","2","1971","691"
"Poa trivialis","Nearctic","63","5","2662","0"
"Poa trivialis","Sino-Japanese","33","2","2649","13"
"Podalyria sericea","Australian","23","0","19","0"
"Polygonum arenastrum","Australian","192","1","54","17"
"Polygonum arenastrum","Palearctic_West","1168","0","70","1"
"Polygonum arenastrum","Nearctic","125","0","71","0"
"Polygonum caespitosum","Nearctic","21","0","80","3"
"Polygonum perfoliatum","Nearctic","14","0","158","2"
"Polygonum persicaria","Nearctic","318","1","947","1"
"Polygonum persicaria","Australian","5","0","937","11"
"Polygonum persicaria","Neotropical","68","1","947","1"
"Polypogon monspeliensis","Australian","477","0","804","58"
"Polypogon monspeliensis","Nearctic","769","0","860","2"
"Polypogon monspeliensis","Palearctic_West","55","0","841","21"
"Polypogon monspeliensis","Afrotropical","156","1","810","52"
"Polypogon monspeliensis","Neotropical","85","0","852","10"
"Polypogon monspeliensis","Panamanian","7","0","673","189"
"Polypogon viridis","Australian","73","0","667","21"
"Polypogon viridis","Palearctic_West","81","0","688","0"
"Polypogon viridis","Nearctic","382","0","688","0"
"Polypogon viridis","Neotropical","31","0","687","1"
"Polypogon viridis","Afrotropical","52","0","675","13"
"Polypogon viridis","Panamanian","15","0","603","85"
"Poncirus trifoliata","Nearctic","35","0","47","0"
"Poncirus trifoliata","Palearctic_West","13","0","41","6"
"Poncirus trifoliata","Australian","7","0","46","1"
"Poncirus trifoliata","Sino-Japanese","8","0","47","0"
"Pontederia cordata","Palearctic_West","77","0","300","231"
"Pontederia cordata","Australian","8","0","500","31"
"Populus alba","Australian","86","0","1570","9"
"Populus alba","Nearctic","170","0","1579","0"
"Populus alba","Palearctic_West","643","0","1578","1"
"Populus alba","Afrotropical","10","0","1566","13"
"Populus deltoides","Afrotropical","8","0","624","56"
"Populus deltoides","Palearctic_West","134","0","678","2"
"Populus nigra","Nearctic","59","0","1860","0"
"Populus nigra","Palearctic_West","409","0","1858","2"
"Populus nigra","Australian","83","0","1839","21"
"Populus nigra","Sino-Japanese","7","0","1858","2"
"Portulacaria afra","Australian","9","0","40","0"
"Potamogeton crispus","Australian","31","0","1997","37"
"Potamogeton crispus","Nearctic","224","0","2030","4"
"Potentilla argentea","Nearctic","131","0","2409","0"
"Potentilla argentea","Australian","8","0","1956","453"
"Potentilla pensylvanica","Palearctic_West","23","0","253","3"
"Potentilla recta","Australian","58","0","567","18"
"Potentilla recta","Nearctic","312","0","585","0"
"Potentilla recta","Palearctic_West","1049","0","585","0"
"Potentilla rivalis","Palearctic_West","14","0","177","1"
"Prunus lusitanica","Palearctic_West","250","0","82","0"
"Prunus lusitanica","Australian","23","1","81","1"
"Prunus lusitanica","Nearctic","18","1","81","1"
"Prunus serotina","Palearctic_West","944","0","635","44"
"Prunus virginiana","Palearctic_West","84","0","927","9"
"Pseudotsuga menziesii","Palearctic_West","1321","0","506","26"
"Pseudotsuga menziesii","Australian","35","0","390","142"
"Psidium cattleianum","Australian","22","0","124","4"
"Psidium cattleianum","Oceanian","10","0","97","31"
"Psidium cattleianum","Nearctic","17","0","124","4"
"Psidium cattleianum","Madagascan","8","0","120","8"
"Psidium guajava","Panamanian","22","0","714","15"
"Psidium guajava","Australian","42","1","558","171"
"Psidium guajava","Afrotropical","85","0","690","39"
"Psidium guajava","Nearctic","14","0","651","78"
"Psidium guajava","Sino-Japanese","19","0","692","37"
"Psidium guajava","Palearctic_West","6","0","180","549"
"Psidium guajava","Oriental","75","0","722","7"
"Psidium guajava","Oceanian","16","0","523","206"
"Pteris vittata","Neotropical","74","0","500","4"
"Pteris vittata","Palearctic_West","9","0","330","174"
"Pteris vittata","Nearctic","14","0","480","24"
"Pteris vittata","Panamanian","24","0","464","40"
"Pterocarpus indicus","Panamanian","5","0","81","0"
"Puccinellia distans","Australian","26","0","1568","383"
"Puccinellia distans","Nearctic","173","0","1951","0"
"Pyracantha koidzumii","Nearctic","41","0","9","4"
"Pyrostegia venusta","Australian","11","0","404","25"
"Pyrus calleryana","Nearctic","93","0","118","0"
"Pyrus calleryana","Australian","8","0","115","3"
"Ranunculus cymbalaria","Palearctic_West","6","0","620","4"
"Ranunculus ficaria","Nearctic","53","0","2993","0"
"Ranunculus ficaria","Australian","17","0","2887","106"
"Ranunculus repens","Australian","91","8","2011","1102"
"Ranunculus repens","Nearctic","70","0","3113","0"
"Ranunculus sceleratus","Australian","113","0","2446","438"
"Rapistrum rugosum","Nearctic","45","0","714","0"
"Rapistrum rugosum","Australian","345","1","710","4"
"Rapistrum rugosum","Palearctic_West","518","0","714","0"
"Rapistrum rugosum","Afrotropical","26","0","711","3"
"Rapistrum rugosum","Neotropical","35","0","714","0"
"Rapistrum rugosum","Sino-Japanese","8","0","706","8"
"Rhamnus cathartica","Nearctic","162","0","2016","0"
"Rhus glabra","Palearctic_West","18","0","437","0"
"Ribes aureum","Palearctic_West","193","0","602","0"
"Robinia pseudoacacia","Palearctic_West","1981","0","429","2"
"Robinia pseudoacacia","Nearctic","31","0","431","0"
"Robinia pseudoacacia","Australian","121","0","417","14"
"Robinia pseudoacacia","Sino-Japanese","72","0","422","9"
